Year,CountyCode,CountyName,CauseOfLossCode,CauseOfLossDescription,MonthOfLoss,MonthOfLossName,PoliciesEarningPremium,PoliciesIndemnified,NetPlantedAcres,Liability,TotalPremium,NetAcresLoss,Indemnity,IndemnityByPremium
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,5,5,176.7,127155.6,7970.1,176.7,127155.6,15.95
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,230,130593,5509,230.02,130604,23.71
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,66.2416,33737.2,2880,66.2416,33737.2,11.71
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,20.25,4128.6,40.2,20.25,4128.6,102.7
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,4,APR,54,54,5194.44224,3286361.2,158234.6,5194.44224,3286361.2,20.77
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,11,NOV,2,2,119.72,76402,3742,119.72,76402,20.42
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,68.376,48437.1,5518.8,68.376,48437.1,8.78
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,13.5,2752.4,26.8,13.5,2752.4,102.7
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,2,2,99.3624,50605.8,4320,99.3624,50605.8,11.71
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,41,41,4843.83086,3043164.6,135973.2,4843.83086,3043164.6,22.38
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,68.376,48437.1,5518.8,68.376,48437.1,8.78
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,1,JAN,5,5,176.7,127155.6,7970.1,176.7,127155.6,15.95
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,10,OCT,1,1,493.16,340900,20206,493.16,340900,16.87
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,206.868,144583.8,12582.4,206.868,144583.8,11.49
2017,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,123.7,22745,234,123.7,22745,97.2
2017,21,Glenn                         ,12,Heat,6,JUN,1,1,93,59970,2388,93,18705,7.83
2017,21,Glenn                         ,12,Heat,9,SEP,1,1,122.25,117503,3248,122.775,7647,2.35
2017,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,3,MAR,5,5,441.792,268114.2,11060.4,441.792,268114.2,24.24
2017,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,2,FEB,3,3,67.09386,49738.5,3597,67.09386,49738.5,13.83
2017,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,1,JAN,3,3,67.09386,49738.5,3597,67.09386,49738.5,13.83
2017,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,44,28028,2014,44,28028,13.92
2017,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,4,APR,13,13,1070.74148,609832.8,23078.6,1070.74148,609832.8,26.42
2017,35,Lassen                        ,93,Wildlife,8,AUG,1,1,60.1,76737,10017,60.1,4911,0.49
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,2,2,178.692,90175.2,7320.6,178.9098,90175.2,12.32
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,11,11,1929.32676,1097835,87154.8,1929.32676,1097835,12.6
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,7.976,5476.8,839.6,7.976,5476.8,6.52
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,163.62,102486,8971.2,163.62,102486,11.42
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,2.28,1182,143.1,2.28,1182,8.26
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,110.5758,63999.6,5265.3,110.5758,63999.6,12.15
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,5.982,4107.6,629.7,5.982,4107.6,6.52
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,121.1,68088,2950,121.1,68088,23.08
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,3,3,122.168,61692.8,5071.2,122.3132,61692.8,12.17
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,14,14,4369.35224,2483959.8,209531.6,4369.35224,2483959.8,11.85
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,2.28,1182,143.1,2.28,1182,8.26
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,110.5758,63999.6,5265.3,110.5758,63999.6,12.15
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,5.982,4107.6,629.7,5.982,4107.6,6.52
2017,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,109.08,68324,5980.8,109.08,68324,11.42
2017,67,Sacramento                    ,31,Excess Moisture/Precipitation/Rain,3,MAR,2,2,335.13,168688.8,22863,335.13,168688.8,7.38
2017,67,Sacramento                    ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,125.56275,55033.2,3493.5,125.56275,55033.2,15.75
2017,67,Sacramento                    ,31,Excess Moisture/Precipitation/Rain,4,APR,6,6,1562.612,1045895.8,139366,1562.612,1045895.8,7.5
2017,67,Sacramento                    ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,125.56275,55033.2,3493.5,125.56275,55033.2,15.75
2017,77,San Joaquin                   ,31,Excess Moisture/Precipitation/Rain,4,APR,2,2,73.414,44302,3935.8,87.348,49986,12.7
2017,77,San Joaquin                   ,31,Excess Moisture/Precipitation/Rain,3,MAR,2,2,131.022,74979,6394.8,131.022,74979,11.72
2017,89,Shasta                        ,12,Heat,5,MAY,2,2,254,339199,12423,254,90288,7.27
2017,101,Sutter                        ,12,Heat,8,AUG,3,3,917.7,1036725,48839,917.7,65023,1.33
2017,101,Sutter                        ,12,Heat,7,JUL,2,2,260.1,226319,9332,260.94,24214,2.59
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,133,133,16331.94904,10295397.2,583546.2,16331.95306,10295397.2,17.64
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,6,JUN,1,1,149.5,93289,7727,149.5,93289,12.07
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,7,7,496.341,230520,14437.2,496.341,230520,15.97
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,106,106,12170.47012,7057051.8,337185,12170.47614,7057051.8,20.93
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,6,JUN,1,1,81.444,54864.4,2930,81.444,54864.4,18.73
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,45.87,28596.3,2540.7,45.87,28596.3,11.26
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,2,2,165.18,91622.1,3420.9,165.18,91622.1,26.78
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,13,13,4421.5,3280208,253209,4421.5,3280208,12.95
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,7,7,330.894,153680,9624.8,330.894,153680,15.97
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,42.3,28884,2317.8,42.3,28884,12.46
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,45.87,28596.3,2540.7,45.87,28596.3,11.26
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,1,JAN,2,2,165.18,91622.1,3420.9,165.18,91622.1,26.78
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,3,3,1252.36,903465.4,95367.6,1252.36,903465.4,9.47
2017,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,28.2,19256,1545.2,28.2,19256,12.46
2017,101,Sutter                        ,51,Flood,6,JUN,1,1,750.8,500510,38349,750.8,500510,13.05
2017,101,Sutter                        ,61,Wind/Excess Wind,4,APR,1,1,4.94,3504.4,164,4.94,3504.4,21.37
2017,101,Sutter                        ,12,Heat,7,JUL,2,2,84.11,119847,6869,84.11,30828,4.49
2017,101,Sutter                        ,12,Heat,7,JUL,1,1,97.8,149447,11374,97.83,149447,13.14
2017,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,5,MAY,7,7,5727.6,2672752,518837,5727.6,2672752,5.15
2017,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,79,13758,524,79,13758,26.26
2017,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,154.5,100604,19643,154.5,100604,5.12
2017,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,54.6,9650,365,54.6,9650,26.44
2017,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,4,APR,22,22,3896.056,2012530,311409.6,3896.056,2012530,6.46
2017,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,3,MAR,10,10,1976.334,1013214,166325.4,1976.334,1013214,6.09
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,87.8085,43960.2,2854.2,87.8085,43960.2,15.4
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,3,MAR,11,11,986.379,589022.4,31347.6,986.379,589022.4,18.79
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,2,FEB,1,1,34.77,13759.8,653.7,34.77,13759.8,21.05
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,58.539,29306.8,1902.8,58.539,29306.8,15.4
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,4,APR,15,15,1778.446,1035611,53345,1779.246,1035611,19.41
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,514.18,252679,26804,514.18,252679,9.43
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,17.28,11284.8,944.4,17.28,11284.8,11.95
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,86.04,53626.2,5268.6,86.04,53626.2,10.18
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,1,JAN,1,1,34.77,13759.8,653.7,34.77,13759.8,21.05
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,4,APR,3,3,492.06,284942.8,24898.4,492.06,284942.8,11.44
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,25.92,16927.2,1416.6,25.92,16927.2,11.95
2017,115,Yuba                          ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,36,6596,95,36,6596,69.43
2018,7,Butte                         ,1,Decline in Price,12,DEC,1,1,592.41,857508,28072,592.41,42398,1.51
2018,7,Butte                         ,1,Decline in Price,10,OCT,1,1,211.9,302618,9990,211.9,11141,1.12
2018,7,Butte                         ,12,Heat,7,JUL,1,1,218.5,280481,4978,218.5,16592,3.33
2018,7,Butte                         ,12,Heat,7,JUL,1,1,389.59288,569018,11651,389.5929,71525,6.14
2018,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,163.3,105913,2722,163.3,105913,38.91
2018,7,Butte                         ,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,2,2,0,2362,162,0,1918,11.84
2018,7,Butte                         ,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,29,29,0,1428542,28883,0,101047,3.5
2018,11,Colusa                        ,12,Heat,7,JUL,1,1,170.9514,248397,6907,170.9514,11175,1.62
2018,11,Colusa                        ,12,Heat,6,JUN,1,1,44.76,80281.2,1396.2,44.76,43327.8,31.03
2018,11,Colusa                        ,13,Failure of Irrigation Supply,5,MAY,1,1,147.6625,146256,3004,147.6625,146256,48.69
2018,11,Colusa                        ,43,Cold Winter,8,AUG,1,1,137.4,167818,4259,137.4,5984,1.41
2018,11,Colusa                        ,61,Wind/Excess Wind,12,DEC,1,1,29.84,53520.8,930.8,29.84,28885.2,31.03
2018,21,Glenn                         ,1,Decline in Price,10,OCT,2,2,529,742828,18697,529,12314,0.66
2018,21,Glenn                         ,12,Heat,7,JUL,3,3,193.294,214218.9,4846.9,193.294,84229.1,17.38
2018,21,Glenn                         ,12,Heat,6,JUN,2,2,151.396,197326.7,4667.6,151.396,71584.8,15.34
2018,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,17.982,8194,58.8,17.982,8194,139.35
2018,21,Glenn                         ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,26.973,12291,88.2,26.973,12291,139.35
2018,21,Glenn                         ,81,Plant Disease,10,OCT,1,1,89.3,120304,3001,89.3,17349,5.78
2018,21,Glenn                         ,91,Fire,1,JAN,1,1,31.86,25361.4,505.5,31.86,11993.1,23.73
2018,35,Lassen                        ,12,Heat,6,JUN,1,1,81,41816.7,1023.3,81,7172.1,7.01
2018,35,Lassen                        ,93,Wildlife,6,JUN,1,1,9,4646.3,113.7,9,796.9,7.01
2018,35,Lassen                        ,93,Wildlife,7,JUL,1,1,161.028,205500,9822,161.028,19394,1.97
2018,61,Placer                        ,12,Heat,6,JUN,1,1,119.37,101384.4,2278.5,119.37,19036.2,8.35
2018,61,Placer                        ,12,Heat,7,JUL,3,3,1389.28,1459857,27289,1389.28,463725,16.99
2018,61,Placer                        ,12,Heat,6,JUN,1,1,66.9,80688,2179,66.9,76181,34.96
2018,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,5.8695,4256.5,345.5,5.8695,4256.5,12.32
2018,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,3.8,2457.5,155,3.8,2457.5,15.85
2018,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,8,8,1009.738,666867,25443,1009.738,666867,26.21
2018,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,5.8695,4256.5,345.5,5.8695,4256.5,12.32
2018,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,272.7,207399,9376,272.7,207399,22.12
2018,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,1,1,3.8,2457.5,155,3.8,2457.5,15.85
2018,61,Placer                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,155.1,89056,3715,155.1,89056,23.97
2018,61,Placer                        ,43,Cold Winter,8,AUG,1,1,75.53,51843.4,1004.5,75.53,17205.3,17.13
2018,61,Placer                        ,44,Cold Wet Weather,8,AUG,1,1,203,184720.2,4312,203,27212.5,6.31
2018,67,Sacramento                    ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,78.23,36608,1366,78.23,36608,26.8
2018,89,Shasta                        ,12,Heat,7,JUL,1,1,25.2,8977.8,133.2,25.2,3170.4,23.8
2018,89,Shasta                        ,12,Heat,6,JUN,1,1,58,50388,1264,58,6191,4.9
2018,89,Shasta                        ,93,Wildlife,7,JUL,1,1,16.8,5985.2,88.8,16.8,2113.6,23.8
2018,101,Sutter                        ,1,Decline in Price,10,OCT,2,2,344.4,311594,12376,344.4,6236,0.5
2018,101,Sutter                        ,12,Heat,7,JUL,3,3,199.01,199581,4455,199.01,68065,15.28
2018,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,15,15,1677.49124,1316294.82,33186.05,1677.4912,1316294.82,39.66
2018,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,6,6,724.771,711347.18,36964.95,724.771,711347.18,19.24
2018,101,Sutter                        ,31,Excess Moisture/Precipitation/Rain,4,APR,1,1,64,43602,1961,64,43602,22.23
2018,101,Sutter                        ,99,"Other (Snow, Lightning, Etc.)",8,AUG,2,2,319.4,325208,10244,319.4,175010,17.08
2018,101,Sutter                        ,12,Heat,7,JUL,1,1,45,40784,1241,45,19217,15.49
2018,113,Yolo                          ,12,Heat,7,JUL,1,1,374.3,404936.55,40904.15,374.585,39094.4,0.96
2018,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,4,APR,6,6,982.35,503856.6,35849.4,982.35,503856.6,14.05
2018,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,7,JUL,1,1,19.7,21312.45,2152.85,19.715,2057.6,0.96
2018,113,Yolo                          ,31,Excess Moisture/Precipitation/Rain,5,MAY,5,5,1259.5,503695.2,75616,1259.5,503695.2,6.66
2018,113,Yolo                          ,51,Flood,4,APR,2,2,417.4,192351.2,8891.6,417.4,192351.2,21.63
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,2,FEB,4,4,137.000691,94678.2,6081.3,137.0007,86245.5,14.18
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,5,MAY,13,13,907.837588,609817.6,39038.4,907.8376,598574,15.33
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,2,FEB,9,9,1322.067309,836890.9,41457,1322.0673,836890.9,20.19
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,5,MAY,2,2,214.8775,126085,18784,214.8775,126085,6.71
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,3,MAR,4,4,137.000691,94678.2,6081.3,137.0007,86245.5,14.18
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,4,APR,3,3,164.142,99998.8,5223,164.142,99998.8,19.15
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,5,MAY,1,1,43,42437,949,43,14722,15.51
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,3,MAR,20,20,1336.655629,888278.3,47386.8,1336.65562,888278.3,18.75
2019,7,Butte                         ,31,Excess Moisture/Precipitation/Rain,5,MAY,44,44,5860.175292,3793942,194136.2,5860.17528,3793942,19.54
2019,11,Colusa                        ,12,Heat,7,JUL,1,1,110.24,146965,6992,110.24,57432,8.21
2019,11,Colusa                        ,12,Heat,6,JUN,1,1,199.82,182242,5882,199.82,33515,5.7
2019,11,Colusa                        ,21,Hail,9,SEP,3,3,784.8857,831436,24151,784.8857,372053,15.41
2019,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,3,MAR,14,14,2339.85304,1545736.2,77152.6,2339.85304,1545736.2,20.03
2019,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,2,FEB,4,4,565.5336,418406.2,21843.4,564.5336,417662.2,19.12
2019,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,17,17,2313.36568,1480062.2,75072.6,2333.30536,1495649.2,19.92
2019,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,4,APR,3,3,39.548,25430.4,1803.2,39.548,25430.4,14.1
2019,11,Colusa                        ,31,Excess Moisture/Precipitation/Rain,5,MAY,2,2,35.44,34344,1636,35.44,31876,19.48
2019,11,Colusa                        ,44,Cold Wet Weather,6,JUN,1,1,88.39,149787,4338,88.39,37882,8.73
